id,achievementCount,attemptCount,communityCreation,creationTime,description,detailsPageUrl,doneAchievementCount,globalTotal,lastActivity,level,mode,position,solvedCount,testSessionHandle,title,total,type,validatorScore,xpPoints,feedbackAvg,feedbackCount
161,0,781,True,2016-06-08 17:17:31.579000000,,/training/medium/cgfunge-interpreter,0,,,medium,,,585,4633493e70deed030bc037738778d6a09825417,CGFunge interpreter,,CODE,0,50.0,4.595505617977528,89
162,0,1112,True,2016-06-08 18:00:59.250000000,,/training/hard/anagrams,0,,2016-08-06 21:35:52.004000000,hard,,,786,4633497932efe501ae997974bd637337cd6507c,Anagrams,,CODE,100,50.0,4.121621621621622,74
167,0,2104,True,2016-07-05 11:27:56.097000000,,/training/hard/simple-safecracking,0,,2016-07-11 17:32:37.009999872,hard,,,1339,4827498aa1037d82b1b12819fe5222c6fc390d1,Simple safecracking,,CODE,100,50.0,4.203488372093023,172
168,0,4396,False,2016-07-07 09:44:13.430000000,,/multiplayer/bot-programming/codebusters,0,2286.0,2019-08-06 22:20:23.113999872,multi,,437.0,0,4863081c73bcfabc1e43e37158c73271480539f,CodeBusters,745.0,ARENA,0,,4.814285714285714,210
169,0,1121,True,2016-07-08 09:50:35.312000000,,/training/medium/the-experience-for-creating-puzzles,0,,2016-07-11 14:02:28.008000000,medium,,,899,48275261365dde032e497c22a5fa47afe3aa0b4,The experience for creating puzzles,,CODE,100,50.0,3.910179640718563,167
170,0,842,True,2016-07-08 12:31:36.724000000,,/training/medium/elementary-cellular-automaton,0,,2016-07-11 14:48:21.016999936,medium,,,696,482778242e5956dc7cdc6b3b73d4bc7dcf50e5b,Elementary cellular automaton,,CODE,100,50.0,4.5,144
171,0,2061,True,2016-07-08 12:50:56.634000000,,/training/easy/jack-silver-the-casino,0,,2016-07-11 15:02:13.012999936,easy,,,1700,4828147eee8d8d091fd9dfc888be760c7bdbf87,Jack Silver: The Casino,,CODE,100,50.0,3.9726962457337884,293
172,0,1437,True,2016-07-13 10:48:39.361000000,,/training/medium/simple-fraction-to-mixed-number,0,,2016-07-13 21:15:13.009999872,medium,,,1045,4843938cd1aa760bbfbeef8fd88a230e0864871,Simple fraction to mixed number,,CODE,100,50.0,4.176991150442478,113
173,0,493,True,2016-07-13 12:38:10.257000000,,/training/medium/queneau-numbers,0,,,medium,,,431,4844048421ec75c37a47a7f8375f142b2a54a68,Queneau Numbers,,CODE,0,50.0,4.137931034482759,58
174,0,582,True,2016-07-14 13:24:19.836000000,,/training/hard/quarternion-multiplication,0,,,hard,,,345,48500612934fef43cc4b627868426178f52d098,Quarternion Multiplication,,CODE,0,50.0,4.5606060606060606,66
175,0,509,True,2016-07-18 15:33:39.795000000,,/training/expert/the-crime-scene,0,,2017-07-18 15:54:10.004000000,expert,,,169,4875334bd322f257bce7e1638a6adf2b67558ae,The Crime Scene,,CODE,100,50.0,4.804878048780488,41
176,0,683,True,2016-07-19 08:44:07.292000000,,/training/hard/vortex,0,,,hard,,,344,4875661d04d3710af590af4fbabd8ff66522f13,Vortex,,CODE,0,50.0,4.43956043956044,91
177,0,380,True,2016-07-19 18:08:29.947000000,,/training/expert/the-water-jug-riddle-from-die-hard-3,0,,,expert,,,151,48761401f9d0b97fb905380ad76ffca3e8c2a6e,The water jug riddle from Die Hard 3,,CODE,0,50.0,4.384615384615385,26
178,0,787,True,2016-07-21 12:07:21.663000000,,/training/expert/heart-of-the-city,0,,2018-03-05 17:25:01.272999936,expert,,,183,48870389fe4fe4489d30038305c1784c875260f,Heart of the City,,CODE,0,50.0,4.416666666666667,24
179,0,559,True,2016-07-24 12:32:14.130000000,,/training/hard/fractal-carpet,0,,,hard,,,319,490979919a3d8b3d0237b0348655cfb728cb7fd,Fractal Carpet,,CODE,0,50.0,4.619047619047619,42
180,0,398,True,2016-07-27 13:23:57.665000000,,/training/hard/chess-moves-on-fen-position,0,,,hard,,,251,4932185c703ab006d24e730048adbcf46a02095,Chess moves on FEN position,,CODE,0,50.0,4.269230769230769,26
181,0,473,True,2016-08-08 06:51:26.934000000,,/training/hard/einsteins-riddle-solver,0,,,hard,,,126,50151085d4cffd11bd1f469ef63277a585c9243,Einstein's riddle solver,,CODE,0,50.0,4.757575757575758,33
182,0,2485,True,2016-08-09 14:40:53.356000000,,/training/easy/rugby-score,0,,2016-09-12 14:08:25.017999872,easy,,,1835,50151071a19f2e6172ab6c542ac5af533f5c7fd,Rugby score,,CODE,100,50.0,4.177897574123989,371
183,0,4899,True,2016-08-09 21:39:38.995000000,,/training/hard/the-greatest-number,0,,2016-08-11 18:36:23.009999872,hard,,,2939,5014922d22f77e28cacfc3acd29df3fd3515e64,The greatest number,,CODE,100,50.0,3.865580448065173,491
184,0,893,True,2016-08-10 11:16:50.358000000,,/training/hard/kgood,0,,2017-10-17 20:08:45.968999936,hard,,,509,501450747c0b23db602ca07b819bcb1a857cc9e,KGood,,CODE,100,50.0,4.214285714285714,112
185,0,879,True,2016-08-12 07:55:13.028000000,,/training/hard/egyptian-multiplication,0,,,hard,,,603,504558952480092f77e91a5bc8b782d46798b2b,Egyptian multiplication,,CODE,0,50.0,3.6818181818181817,66
186,0,468,True,2016-08-15 14:04:48.964000000,,/training/expert/sliding-puzzle,0,,,expert,,,170,5057296d956e2338408c398a729465a300d52e0,Sliding puzzle,,CODE,0,50.0,4.238095238095238,42
187,0,867,True,2016-08-16 14:16:59.422000000,,/training/medium/army-ants,0,,2016-12-04 19:44:05.008999936,medium,,,652,5057298b442313f170a70f9e4c9754ee09ba004,Army ants,,CODE,100,50.0,4.270588235294118,85
188,0,2401,True,2016-08-18 21:30:30.014000000,,/training/easy/how-time-flies,0,,2016-08-20 09:19:53.032000000,easy,,,1208,5065512fadf46d6aa1ebd139ef3769776e5dd64,How time flies,,CODE,100,50.0,3.294478527607362,326
189,0,485,True,2016-08-25 16:08:25.870000000,,/training/expert/prime-transformations,0,,,expert,,,153,5117291fc0c8bfca59cc94133ea338ecc377a3e,Prime Transformations,,CODE,0,50.0,4.255813953488372,43
190,0,1144,True,2016-08-26 12:43:34.927000000,,/training/medium/carmichael-numbers,0,,2016-08-29 16:01:54.007000064,medium,,,735,5117272b635bab43bbc12ea3e97d4a69726fa6c,Carmichael numbers,,CODE,100,50.0,3.867132867132867,143
191,0,415,True,2016-08-27 09:23:03.411000000,,/training/expert/spy-the-spies,0,,,expert,,,97,5117269f2168a6f25312f54978c25906082e0fe,Spy the Spies,,CODE,0,50.0,4.416666666666667,24
192,0,2214,True,2016-08-30 22:13:33.738000000,,/training/hard/elevator,0,,2016-09-11 14:35:53.028999936,hard,,,1006,514300246a6bf887ffb19beb116cf9589365514,Elevator,,CODE,100,50.0,4.266272189349112,169
193,0,770,True,2016-08-30 23:07:34.779000000,,/training/expert/oneway-city,0,,2016-09-02 11:05:33.032000000,expert,,,336,51365743911c754811e21cf892492fb83608a07,OneWay City,,CODE,100,50.0,4.352941176470588,85
194,0,535,True,2016-08-31 12:16:51.094000000,,/training/expert/unflood-the-world,0,,,expert,,,251,5143005dd2a7943ddc12afe8784bb5b48a5a214,Unflood The World,,CODE,0,50.0,4.64935064935065,77
